customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
2208-NKVVH,Male,0,Yes,Yes,43,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.25,1077.95,No
7781-HVGMK,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",65.2,4784.45,No
6619-RPLQZ,Female,0,Yes,Yes,45,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.85,892.15,No
8316-BBQAY,Female,0,No,No,65,No,"No phone service",DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",59.95,3921.1,No
2720-FVBQP,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",48.95,273.25,No
5419-JKZNQ,Male,1,Yes,No,30,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",77.9,2351.45,No
4830-FAXFM,Male,0,No,Yes,19,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card (automatic)",24.1,439.2,No
5256-SKJGO,Female,0,Yes,Yes,64,No,"No phone service",DSL,No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",54.6,3423.5,No
3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.4,478.75,No
5624-RYAMH,Female,0,No,No,9,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",19.5,178.85,No
4912-PIGUY,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",84.6,84.6,No
2126-GSEGL,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",84.8,5917.55,No
7608-RGIRO,Male,0,No,Yes,62,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",24.4,1413,No
7566-DSRLQ,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",110.15,7998.8,No
8461-EFQYM,Female,0,No,No,38,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",24.25,914.4,No
3662-FXJFO,Female,0,No,No,54,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.5,1035.7,No
4931-TRZWN,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",71.95,923.85,No
0048-LUMLS,Male,0,Yes,Yes,37,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,"One year",No,"Credit card (automatic)",91.2,3247.55,No
1785-BPHTP,Male,0,Yes,Yes,28,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,No,"Electronic check",85.45,2289.9,No
3209-ZPKFI,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",54.25,2538.2,No
9919-KNPOO,Female,0,Yes,No,21,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.3,1948.35,No
0112-QAWRZ,Male,0,Yes,Yes,16,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",90.8,1442.2,No
8433-WPJTV,Female,1,Yes,Yes,65,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",103.9,6767.1,No
6250-CGGUN,Male,0,No,No,54,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,No,"One year",No,"Electronic check",84.4,4484.05,No
1427-VERSM,Female,0,Yes,No,56,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",98.7,5669.5,No
5845-BZZIB,Male,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.1,655.3,No
5546-QUERU,Male,0,No,No,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.95,257,No
6959-GQEGV,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",75.95,3273.8,No
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",19.25,19.25,No
3082-WQRVY,Male,1,Yes,No,14,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.65,228.65,No
9553-DLCLU,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",88.95,1161.75,No
2675-DHUTR,Male,1,Yes,No,58,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.9,5780.7,No
2958-NHPPS,Male,0,No,No,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",20.85,473.9,No
8903-WMRNW,Female,0,Yes,No,15,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",101.75,1669.4,No
6048-UWKAL,Female,1,Yes,No,69,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",105.4,6998.95,No
4619-EVPHY,Female,1,Yes,No,20,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",91,1859.5,No
9066-QRSDU,Female,0,Yes,No,69,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",26.3,1763.55,No
5227-JSCFE,Male,1,Yes,No,71,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Credit card (automatic)",46.35,3353.4,No
6506-EYCNH,Female,0,Yes,Yes,28,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",19.55,543.8,No
9522-ZSINC,Male,0,No,No,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",19.95,253.8,No
1042-HFUCW,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,"One year",Yes,"Credit card (automatic)",54.75,1266.35,No
3633-CDBUW,Male,0,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Electronic check",80.85,1445.95,No
2957-JIRMN,Female,1,No,No,62,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,"One year",No,"Electronic check",84.45,4959.15,No
2371-JQHZZ,Male,0,Yes,No,24,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93,2248.05,No
4612-SSVHJ,Female,1,No,No,20,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",81.45,1671.6,No
4860-IJUDE,Male,0,No,No,13,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.75,956.65,No
7855-DIWPO,Female,0,No,No,21,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",68.65,1493.2,No
5996-DAOQL,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.45,20.45,No
1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",91,1430.05,No
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.95,927.1,No
2974-GGUXS,Female,1,Yes,No,36,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",91.95,3301.05,No
6896-SRVYQ,Male,1,No,No,44,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",73.85,3122.4,No
0196-JTUQI,Female,0,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",75.2,633.85,No
0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",105,7589.8,No
8885-QSQBX,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",49.55,49.55,No
2697-NQBPF,Male,0,No,No,34,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",105.35,3540.65,No
0657-DOGUM,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",60.6,2985.25,No
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.95,927.1,No
1561-BWHIN,Male,0,Yes,Yes,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.8,344.5,No
3214-IYUUQ,Female,0,Yes,No,61,Yes,No,"Fiber optic",Yes,Yes,No,Yes,No,Yes,"One year",No,"Bank transfer (automatic)",93.7,5860.7,No
3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.4,478.75,No
2761-XECQW,Male,1,Yes,No,8,No,"No phone service",DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Mailed check",43.35,371.4,No
9507-HSMMZ,Male,0,No,No,54,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20,1149.65,No
9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",69.05,653.95,No
9773-PEQBZ,Male,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",79.85,797.25,No
7392-YYPYJ,Male,0,No,No,22,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.65,2415.95,No
8659-IOOPU,Female,0,Yes,Yes,71,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,No,Yes,"Two year",No,"Electronic check",100.45,7159.7,No
0641-EVBOJ,Male,0,No,No,3,Yes,No,"Fiber optic",Yes,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",82.3,214.4,No
4570-QHXHL,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",43.75,405.7,No
7131-ZQZNK,Female,0,Yes,Yes,60,No,"No phone service",DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",59.85,3590.2,No
6728-WYQBC,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",20.95,20.95,No
0727-BNRLG,Male,0,No,No,69,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",97.65,6743.55,No
5324-KTGCG,Male,0,Yes,No,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",20.85,1539.75,No
8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",49.8,1734.2,No
4234-XTNEA,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.95,174.45,No
7492-TAFJD,Male,0,Yes,Yes,7,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"Two year",No,"Mailed check",38.55,280,No
6828-HMKWP,Male,0,Yes,Yes,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",21.05,262.05,No
7442-YGZFK,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",49.8,49.8,No
7824-PANSQ,Male,0,No,No,58,Yes,Yes,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",80.65,4807.35,No
8695-ARGXZ,Male,1,Yes,No,34,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.55,2425.4,No
5921-NGYRH,Male,0,Yes,No,64,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",73.55,4764,No
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.9,1389.35,No
1564-HJUVY,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",63.75,226.2,No
0187-QSXOE,Male,1,Yes,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89,605.45,No
9351-LZYGF,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",66.4,2727.8,No
5995-LFTLE,Male,0,No,No,58,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.3,1474.35,No
1559-DTODC,Male,0,No,No,19,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",25.15,468.35,No
9227-UAQFT,Male,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.75,284.35,No
2348-KCJLT,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"One year",Yes,"Mailed check",61.5,2722.2,No
5457-COLHT,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",80.65,5542.55,No
7271-AJDTL,Female,0,Yes,No,55,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",94.45,5073.1,No
4480-QQRHC,Female,1,No,No,8,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",74.05,600.15,No
5208-FVQKB,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,"Two year",No,"Mailed check",67.95,4664.15,No
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",74.75,2111.3,No
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.9,1195.25,No
5605-XNWEN,Male,1,Yes,No,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",25,1802.55,No
0577-WHMEV,Female,0,Yes,No,16,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,No,"Electronic check",90.7,1374.9,No
5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",24.8,1476.25,No
9530-GRMJG,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",84.1,5979.7,No
6857-TKDJV,Male,0,Yes,Yes,67,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.65,1620.45,No
5150-ITWWB,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.85,335.75,No
3038-PQIUY,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",66.15,2522.4,No
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",96.35,6766.95,No
0230-UBYPQ,Male,1,Yes,No,63,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",36.1,2298.9,No
3723-BFBGR,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Credit card (automatic)",54.8,1291.3,No
1635-FJFCC,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",44.05,202.15,No
7665-NKLAV,Female,0,Yes,Yes,36,No,"No phone service",DSL,Yes,No,Yes,Yes,No,No,"Two year",No,"Credit card (automatic)",40.65,1547.35,No
7268-WNTCP,Male,0,Yes,Yes,62,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.45,1297.35,No
6128-DAFVY,Female,0,No,No,56,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",44.85,2564.95,No
3404-JNXAX,Female,0,Yes,Yes,51,Yes,Yes,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",80.75,4116.9,No
1996-DBMUS,Female,1,Yes,No,48,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.65,3545.05,No
5135-RDDQL,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,"Two year",Yes,"Bank transfer (automatic)",50.65,3221.25,No
2085-BOJKI,Male,0,Yes,No,17,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",96.65,1588.25,No
3913-RDSJZ,Female,0,Yes,No,64,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",25.55,1714.95,No
8735-IJJEG,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,"Credit card (automatic)",50.2,668.85,No
4828-FAZPK,Female,0,Yes,Yes,16,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",79.95,1267.95,No
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.7,113.5,No
8109-YUOHE,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,"One year",No,"Mailed check",56.1,946.95,No
0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.45,1709.1,No
8404-VIOMB,Female,0,No,No,66,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",62.5,4136.4,No
7868-TMWMZ,Female,1,Yes,No,60,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",110,6668.35,No
9548-ZMVTX,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,No,"Two year",No,"Bank transfer (automatic)",90.45,6565.85,No
7605-BDWDC,Female,0,No,No,31,No,"No phone service",DSL,Yes,Yes,No,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",49.85,1520.1,No
8266-VBFQL,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Electronic check",90.4,356.65,No
6821-JPCDC,Female,0,Yes,No,48,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",97.05,4692.95,No
4391-LNRXK,Male,0,No,No,22,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",94.95,2142.8,No
7123-WQUHX,Male,0,No,No,38,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,No,"One year",No,"Bank transfer (automatic)",95,3605.6,No
5696-CEIQJ,Male,0,Yes,Yes,67,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",103.15,6895.5,No
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",85.95,6151.9,No
6627-CFOSN,Female,0,No,No,59,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",99.45,5623.7,No
0895-UADGO,Male,0,No,Yes,8,No,"No phone service",DSL,Yes,No,No,Yes,No,Yes,"Two year",Yes,"Mailed check",44.55,343.45,No
1935-IMVBB,Male,0,Yes,No,56,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Mailed check",89.7,4952.95,No
2272-WUSPA,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",110.75,7751.7,No
5622-UEJFI,Female,0,Yes,Yes,35,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.4,949.8,No
7696-AMHOD,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",78,3824.2,No
8648-PFRMP,Female,1,No,No,14,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",46.35,672.7,No
4826-TZEVA,Female,0,No,No,40,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Credit card (automatic)",74.8,2971.7,No
2452-KDRRH,Male,1,No,No,67,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",101.4,6841.05,No
4194-FJARJ,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"Two year",No,"Bank transfer (automatic)",60,3273.95,No
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,452.2,No
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",99.05,6416.7,No
0221-WMXNQ,Male,1,No,No,4,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",75.35,273.4,No
9391-TTOYH,Female,0,No,No,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.5,470.2,No
5240-CAOYT,Female,0,No,No,57,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",87.55,4884.85,No
9150-KPBJQ,Female,0,No,No,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.65,116.85,No
3262-EIDHV,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",84.7,5893.9,No
0787-LHDYT,Male,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card (automatic)",20.6,330.25,No
7145-FEJWU,Female,0,No,Yes,12,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.3,1275.65,No
8216-AZUUZ,Female,0,Yes,Yes,42,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",100.4,4303.65,No
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",88.15,6148.45,No
4832-VRBMR,Male,1,Yes,No,65,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",103.15,6792.45,No
3778-FOAQW,Female,0,Yes,No,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.15,456.85,No
2266-FUBDZ,Male,0,Yes,Yes,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.35,278.85,No
6195-MELTI,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,"One year",Yes,"Mailed check",54.65,3134.7,No
5117-IFGPS,Male,1,Yes,No,29,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.3,2357.75,No
5275-PMFUT,Male,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",64.8,4719.75,No
4350-ZTLPI,Female,0,Yes,No,53,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",108.95,5718.2,No
3680-CTHUH,Male,0,No,No,60,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",116.6,7049.5,No
5115-SQAAU,Female,0,Yes,Yes,69,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",25.6,1673.4,No
2988-QRAJY,Male,0,No,No,69,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",110.05,7430.75,No
6599-GZWCM,Female,0,No,No,13,Yes,No,"Fiber optic",No,Yes,No,No,No,No,"One year",Yes,"Mailed check",74.65,966.25,No
5574-NXZIU,Male,0,No,No,63,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",109.2,7049.75,No
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.2,83.75,No
2604-IJPDU,Female,0,Yes,No,20,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",96.55,1901.65,No
